ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000198522	GPN1	2	27851114	27874375	1	protein_coding	11321	GPN1	0.0049035919998219	-0.238154635	1	13.33	37	4.78572e-26	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/Quach_2016_ge_monocyte_IAV:PsychENCODE_eQTLs:DICE/T_CD4_TH2:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Stomach:GTEx/v8/Testis	-	Yes	Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.5e-36	rs965813;rs780110;rs1870325;rs13013484;rs6737313;rs4665987;rs13023194;rs13404446;rs1275504;rs780093;rs13000936;rs780110:rs4665987:rs965813:rs780093:rs4665987	2
ENSG00000119760	SUPT7L	2	27873679	27886676	-1	protein_coding	9913	SUPT7L	0.833193338587633	-0.966218532	0	0	23	4.78572e-26	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts	+	Yes	Promoter_anchored_loops:Adult_Cortex:GM12878:IMR90	2.5e-36	rs965813;rs1870325;rs13013484;rs13023194;rs6737313;rs780110;rs4665987;rs13404446;rs1275504:rs780110:rs780093:rs965813	2
ENSG00000163798	SLC4A1AP	2	27886338	27917840	1	protein_coding	22950	SLC4A1AP	7.73999085415032e-07	-0.546764453	1	15.03	32	1.865e-20	0	EyeGEx:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Whole_Blood:GTEx/v8/Artery_Aorta:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg	-	Yes	Promoter_anchored_loops:Adult_Cortex:GM12878:IMR90	2.5e-36	rs4665987;rs13023194;rs13013484;rs1870325;rs6737313;rs965813;rs780110;rs13000936;rs13404446;rs1275504:rs780110:rs780093:rs965813	2
ENSG00000205334	AC074091.13	2	27928653	27938599	-1	protein_coding	100129995	LINC01460	NA	NA	1	18.44	18	1.0821e-06	0.00367211	eQTLcatalogue/HipSci_ge_iPSC:GTEx/v8/Artery_Aorta:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial	-	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	1.9e-12	rs965813;rs1870325;rs13013484;rs6737313;rs1870325:rs13000936:rs1870325:rs13023194:rs13013484;rs1870325:rs6737313	2
ENSG00000243147	MRPL33	2	27994584	28210954	1	protein_coding	9553	MRPL33	0.749164756585824	-0.22012956	13	19.66	21	5.913e-37	0	eQTLGen_cis_eQTLs:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Testis	-	Yes	Adult_Cortex:IMR90:Mesenchymal_Stem_Cell	4.1e-15	rs13013484;rs1870325;rs13023194;rs6737313;rs965813;rs4665987;rs13000936;rs1870325:rs13013484;rs1870325:rs1870325:rs13023194:rs13013484;rs1870325:rs6737313;rs1870325:rs13000936	2
ENSG00000268656	AC110084.1	2	27998851	28009186	-1	protein_coding	NA	NA	NA	NA	2	19.66	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3e-11	rs13013484;rs1870325;rs965813;rs1870325:rs13000936:rs1870325:rs13013484;rs1870325:rs13023194:rs13013484;rs6737313;rs1870325:rs6737313	2
ENSG00000171174	RBKS	2	28004231	28113965	-1	protein_coding	64080	RBKS	1.93197572918752e-05	-0.689745423	11	19.66	14	5.7964e-14	0	eQTLGen_cis_eQTLs:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Thyroid	-	Yes	EP_correlation_cell_type_oneway:Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.1e-15	rs13013484;rs1870325;rs13023194;rs6737313;rs13000936;rs4665987;rs1870325:rs1870325:rs13013484;rs1870325:rs13023194:rs13000936:rs965813	2
ENSG00000158019	BRE	2	28112808	28561768	1	protein_coding	9577	BRE	0.279976282823241	NA	7	16.05	6	5.97338e-06	0.0024977	eQTLGen_cis_eQTLs:GTEx/v8/Thyroid	-	Yes	Aorta:Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	3.7e-23	rs6737313;rs1870325;rs13013484;rs13000936;rs4665987;rs13023194;rs1870325:rs13013484;rs1870325:rs13023194:rs13013484;rs1870325:rs13000936:rs965813	2
ENSG00000075426	FOSL2	2	28615315	28640179	1	protein_coding	2355	FOSL2	0.925334261981773	-2.20415963	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:EP_correlation_cell_type_oneway:Aorta:Bladder:Left_Ventricle:Liver:Lung:Pancreas:Psoas:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	3.7e-23	rs965813;rs1870325:rs13013484;rs6737313;rs1870325:rs1870325:rs13023194:rs780110:rs965813:rs6737313;rs1870325:rs13000936:rs4665987:rs4665987;rs13023194	2
ENSG00000163803	PLB1	2	28680012	28866654	1	protein_coding	151056	PLB1	1.9931529274349e-56	0.411383907	0	0	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Liver:Right_Ventricle:Spleen:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	2.5e-36	rs4665987:rs1870325:rs13013484;rs1870325:rs13023194:rs13013484;rs6737313;rs1870325:rs965813:rs965813;rs1870325:rs6737313;rs1870325:rs780110:rs4665987;rs13023194:rs13000936:rs780093	2
ENSG00000213639	PPP1CB	2	28974506	29025806	1	protein_coding	5500	PPP1CB	0.997194974203565	0.001839166	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.1e-15	rs780110:rs965813:rs4665987;rs13023194:rs965813;rs1870325:rs13013484;rs1870325:rs1870325:rs13023194:rs13013484;rs6737313;rs1870325:rs6737313;rs1870325:rs13000936	2
ENSG00000163806	SPDYA	2	29005383	29073477	1	protein_coding	245711	SPDYA	0.166884223990281	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.8e-11	rs965813:rs965813;rs1870325:rs13013484;rs1870325:rs1870325:rs13023194:rs13013484;rs6737313;rs1870325:rs6737313;rs1870325	2
ENSG00000171103	TRMT61B	2	29072687	29093167	-1	protein_coding	55006	TRMT61B	4.00751770882134e-06	-0.602142186	0	0	0	NA	NA	NA	NA	Yes	Fetal_Cortex:IMR90:Mesenchymal_Stem_Cell	2.8e-11	rs965813:rs965813;rs1870325	2
ENSG00000163811	WDR43	2	29117509	29171088	1	protein_coding	23160	WDR43	0.998942440488972	1.455113129	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	9.7e-07	rs965813;rs1870325	2
ENSG00000123607	TTC21B	2	166713985	166810353	-1	protein_coding	79809	TTC21B	3.38768007245796e-22	0.293795588	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.3e-15	rs491443:rs3755158:rs10497347	3
ENSG00000169432	SCN9A	2	167051695	167232503	-1	protein_coding	6335	SCN9A	9.30185484244833e-13	1.292595625	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.3e-15	rs491443:rs3755158:rs10497347	3
ENSG00000136546	SCN7A	2	167260083	167350757	-1	protein_coding	6332	SCN7A	1.72076245416042e-15	0.83121003	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	1.3e-15	rs491443:rs3755158:rs10497347:rs13415496	3
ENSG00000163092	XIRP2	2	167744997	168116263	1	protein_coding	129446	XIRP2	2.85559362075031e-37	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	6.4e-29	rs13415496:rs491443:rs3755158:rs10497347:rs13025525:rs11688437	3
ENSG00000172318	B3GALT1	2	168675182	168730551	1	protein_coding	8708	B3GALT1	0.329724363511517	0.177549191	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	1.3e-15	rs491443:rs3755158:rs10497347	3
ENSG00000198648	STK39	2	168810530	169104651	-1	protein_coding	27347	STK39	0.999462431417641	-1.274787931	0	0	1	NA	0.049	CMC_SVA_cis	NA	No	NA	NA	rs13415496	3
ENSG00000172292	CERS6	2	169312372	169631644	1	protein_coding	253782	CERS6	0.684541332373748	-0.789777756	0	0	1	7.4681e-12	0	eQTLGen_cis_eQTLs	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.4e-29	rs13415496;rs13415496:rs13025525:rs491443:rs3755158:rs10497347:rs11688437	3
ENSG00000163072	NOSTRIN	2	169643049	169722024	1	protein_coding	115677	NOSTRIN	3.5797265988291e-10	-0.276311026	2	18.9	9	3.9271e-36	3.68283e-29	eQTLcatalogue/CEDAR_ileum:eQTLcatalogue/CEDAR_rectum:eQTLcatalogue/CEDAR_transverse_colon:eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/GENCORD_ge_T-cell:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_LCL:eQTLcatalogue/TwinsUK_ge_skin:PsychENCODE_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Cells_EBV-transformed_lymphocytes:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cortex:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid	+	Yes	Left_Ventricle:Liver:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	2.2e-176	rs13025525;rs11688437;rs2632372;rs560494;rs3755158;rs12475700;rs10497345;rs560887;rs13415496:rs13025525:rs491443:rs3755158:rs10497347:rs11688437	3
ENSG00000152253	SPC25	2	169690642	169769881	-1	protein_coding	57405	SPC25	0.0594294501038599	-0.350386754	5	18.9	8	2.35054e-63	1.67047e-63	EyeGEx:eQTLcatalogue/TwinsUK_ge_fat:eQTLcatalogue/TwinsUK_ge_skin:eQTLGen_cis_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Adrenal_Gland:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Coronary:GTEx/v8/Artery_Tibial:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Kidney_Cortex:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Pancreas:GTEx/v8/Pituitary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Uterus	+	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.4e-29	rs13025525;rs11688437;rs3755158;rs491443;rs560494;rs2632372;rs10497345;rs13415496:rs13025525:rs11688437:rs3755158	3
ENSG00000152254	G6PC2	2	169757750	169766505	1	protein_coding	57818	G6PC2	1.91255841634904e-09	0.433903236	3	15.35	7	5.29896e-96	2.10265e-83	eQTLcatalogue/TwinsUK_ge_skin:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Sigmoid:GTEx/v8/Colon_Transverse:GTEx/v8/Kidney_Cortex:GTEx/v8/Lung:GTEx/v8/Nerve_Tibial:GTEx/v8/Ovary:GTEx/v8/Prostate:GTEx/v8/Minor_Salivary_Gland:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Small_Intestine_Terminal_Ileum:GTEx/v8/Stomach:GTEx/v8/Thyroid:GTEx/v8/Uterus	-	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	2.2e-176	rs3755158;rs491443;rs2632372;rs11688437;rs560887;rs12475700;rs13025525;rs560494;rs13415496:rs491443:rs3755158:rs10497347	3
ENSG00000073734	ABCB11	2	169779448	169887832	-1	protein_coding	8647	ABCB11	2.18849485467569e-10	0.007239117	1	15.52	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesendoderm	1.3e-15	rs10497347;rs13415496:rs491443:rs3755158:rs10497347	3
ENSG00000073737	DHRS9	2	169921299	169952677	1	protein_coding	10170	DHRS9	2.60804336160151e-07	0.13129231	0	0	1	6.26486e-05	3.26904e-07	GTEx/v8/Spleen	+	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.4e-29	rs11688437;rs13415496:rs491443:rs3755158:rs10497347	3
ENSG00000081479	LRP2	2	169983619	170219195	-1	protein_coding	4036	LRP2	0.99999999999851	-0.83491165	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm:hESC	1.3e-15	rs491443:rs3755158:rs10497347	3
ENSG00000008300	CELSR3	3	48673902	48700348	-1	protein_coding	1951	CELSR3	0.999656221390747	-0.878907614	0	0	1	1.3808e-10	0	eQTLGen_trans_eQTLs	-	No	NA	1.9e-07	rs8103278	38
ENSG00000169087	HSPBAP1	3	122458846	122512671	-1	protein_coding	79663	HSPBAP1	9.97537509364561e-07	0.418336174	0	0	1	1.4669e-05	0.0407024182581446	eQTLGen_cis_eQTLs	+	No	NA	1.5e-10	rs6806529	4
ENSG00000121542	SEC22A	3	122920774	122992977	1	protein_coding	26984	SEC22A	0.638909264916314	0.312970101	0	0	2	1.2995e-21	0	eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/TwinsUK_ge_LCL:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Adipose_Visceral_Omentum:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pituitary	+	No	NA	4.7e-22	rs6806529;rs11708067	4
ENSG00000173175	ADCY5	3	123001143	123168605	-1	protein_coding	111	ADCY5	0.989940591837607	NA	2	19.37	2	8.67073e-14	6.74091e-22	EyeGEx:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung	+	Yes	Promoter_anchored_loops:IMR90:Mesenchymal_Stem_Cell:Mesendoderm	4.7e-22	rs6806529;rs11708067;rs6806529:rs11708067	4
ENSG00000206527	PTPLB	3	123209667	123304032	-1	protein_coding	201562	PTPLB	0.922342684585728	0.831985695	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell	4.7e-22	rs6806529:rs11708067	4
ENSG00000155893	ACPL2	3	140947568	141013748	1	protein_coding	92370	ACPL2	0.215526325024235	0.901370973	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell	NA	rs11919595	5
ENSG00000177311	ZBTB38	3	141043055	141168634	1	protein_coding	253461	ZBTB38	0.97949144936684	-1.877995699	2	16.42	2	2.6523e-21	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Artery_Aorta	NA	Yes	Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs11919595	5
ENSG00000155903	RASA2	3	141205889	141334184	1	protein_coding	5922	RASA2	5.3166662616203e-17	-0.07197003	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:GM12878:IMR90:Mesenchymal_Stem_Cell:hESC	NA	rs11919595	5
ENSG00000069849	ATP1B3	3	141594966	141645356	1	protein_coding	483	ATP1B3	0.641391596618863	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell	NA	rs11919595	5
ENSG00000163584	RPL22L1	3	170582664	170588272	-1	protein_coding	200916	RPL22L1	0.0939593928074091	-1.068081311	0	0	2	1.123e-86	0	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:BRAINEAC/CRBL	+	No	NA	1.9e-11	rs11924648;rs11919564	6
ENSG00000163577	EIF5A2	3	170606204	170626482	-1	protein_coding	56648	EIF5A2	0.167390171566573	-0.134672253	1	15.27	2	4.7074e-09	3.23457109587269e-05	eQTLGen_cis_eQTLs:GTEx/v8/Nerve_Tibial	+	No	NA	1.9e-11	rs11924648;rs11919564	6
ENSG00000163581	SLC2A2	3	170714137	170744539	-1	protein_coding	6514	SLC2A2	7.53167438901512e-05	-0.212805615	0	0	1	7.25125e-07	0.000150167	GTEx/v8/Testis	-	No	NA	1.9e-11	rs11924648	6
ENSG00000154310	TNIK	3	170779128	171178197	-1	protein_coding	23043	TNIK	0.997185845677764	-0.359211724	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	4.9e-07	rs11924648;rs11919564	6
ENSG00000075651	PLD1	3	171318195	171528740	-1	protein_coding	5337	PLD1	7.20704885136773e-16	-0.646018176	0	0	0	NA	NA	NA	NA	Yes	IMR90	4.9e-07	rs11924648;rs11919564	6
ENSG00000183657	PP13439	3	171509580	171527714	-1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	4.9e-07	rs11924648;rs11919564	6
ENSG00000121853	GHSR	3	172162923	172166246	-1	protein_coding	2693	GHSR	0.0433453469862917	-0.292434846	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	4.9e-07	rs11924648;rs11919564	6
ENSG00000269496	AC007919.2	3	172361483	172361740	1	protein_coding	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	4.9e-07	rs11924648;rs11919564	6
ENSG00000070190	DAPP1	4	100737990	100791311	1	protein_coding	27071	DAPP1	0.183493679964267	0.348165148	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:IMR90	4.6e-07	rs223486	7
ENSG00000164031	DNAJB14	4	100817405	100867883	-1	protein_coding	79982	DNAJB14	0.956254969811075	-1.302773206	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:hESC	4.6e-07	rs223486	7
ENSG00000164032	H2AFZ	4	100869243	100871545	-1	protein_coding	3015	H2AFZ	0.855327138804775	-0.788650432	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:hESC	4.6e-07	rs223486	7
ENSG00000145358	DDIT4L	4	101107027	101111939	-1	protein_coding	115265	DDIT4L	0.000548864407256177	3.322202451	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	4.6e-07	rs223486	7
ENSG00000164035	EMCN	4	101316498	101801283	-1	protein_coding	51705	EMCN	1.65285025326724e-05	1.556795351	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	4.6e-07	rs223486	7
ENSG00000138814	PPP3CA	4	101944566	102269435	-1	protein_coding	5530	PPP3CA	0.998148788702111	-0.848066086	0	0	0	NA	NA	NA	NA	Yes	GM12878	1e-04	rs223486	7
ENSG00000254531	AP001816.1	4	102268937	102270040	1	protein_coding	90024	FLJ20021	NA	NA	0	0	0	NA	NA	NA	NA	Yes	GM12878	1e-04	rs223486	7
ENSG00000153064	BANK1	4	102332443	102995969	1	protein_coding	55024	BANK1	1.76433043896144e-10	-0.305250663	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	1e-04	rs223486	7
ENSG00000138821	SLC39A8	4	103172198	103352415	-1	protein_coding	64116	SLC39A8	0.891567478844834	-0.202749369	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000109320	NFKB1	4	103422486	103538459	1	protein_coding	4790	NFKB1	0.994260375128404	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
ENSG00000109323	MANBA	4	103552660	103682151	-1	protein_coding	4126	MANBA	1.14972215660264e-11	-0.195396571	0	0	14	7.4287e-143	0	eQTLcatalogue/Alasoo_2018_ge_macrophage_IFNg:eQTLcatalogue/Alasoo_2018_ge_macrophage_Salmonella:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2014_IFN24:eQTLcatalogue/Fairfax_2014_LPS24:eQTLcatalogue/Fairfax_2014_LPS2:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/GENCORD_ge_fibroblast:eQTLcatalogue/GENCORD_ge_LCL:eQTLcatalogue/GEUVADIS_ge_LCL:eQTLcatalogue/HipSci_ge_iPSC:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLcatalogue/TwinsUK_ge_blood:DICE/T_CD4_naive:DICE/T_CD8_naive:DICE/T_CD4_TFH:DICE/T_CD4_TH17:DICE/T_CD4_TH2:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Artery_Aorta:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Spleen:GTEx/v8/Testis	+	No	NA	4.6e-07	rs223486	7
ENSG00000109332	UBE2D3	4	103715540	103790053	-1	protein_coding	7323	UBE2D3	0.748203020257397	NA	3	14.36	14	2.02749e-36	0	eQTLcatalogue/BLUEPRINT_ge_T-cell:PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:xQTLServer_eQTLs:GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Aorta:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Gastroesophageal_Junction:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v8/Heart_Atrial_Appendage:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Spleen:GTEx/v8/Stomach:GTEx/v8/Thyroid	+	Yes	Promoter_anchored_loops:Fetal_Cortex:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	4.6e-07	rs223486	7
