GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,SYMBOL,P2,FDR P,FDR significant P,Bonferroni P,Bonferroni significant P,FDR P2,FDR significant P2,Bonferroni P2,Bonferroni significant P2
ENSG00000065135,1,110091233,110136975,38,4,151188,0.98638,0.16197,GNAI3,0.8340174617521022,0.7426082772476142,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000257962,8,86158524,86162077,7,2,151188,0.98597,0.16207,RP11-219B4.6,0.36691388995909946,0.7426082772476142,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000125319,17,42219274,42239844,11,2,151188,0.98594,0.16208,C17orf53,0.7478922654238772,0.7426082772476142,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000183570,21,47063608,47362368,494,15,151188,0.9857,0.16214,PCBP3,0.2772683479266277,0.7426082772476142,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000186212,4,77816082,77819002,2,1,151188,0.98571,0.16214,SOWAHB,0.01934075348026776,0.7426082772476142,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000143621,1,153634512,153643524,9,2,151188,0.98551,0.16219,ILF2,0.910912362664684,0.7426082772476142,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000141506,17,8782233,8869029,58,13,151188,0.98523,0.16226,PIK3R5,0.2682596990678968,0.7426082772476142,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165507,10,45466429,45474258,7,2,151188,0.9852,0.16226,C10orf10,0.7632701248261925,0.7426082772476142,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000120659,13,43136872,43182149,54,6,151188,0.98513,0.16228,TNFSF11,0.010120673048784057,0.7426082772476142,No,1.0,No,0.951861321279131,No,1.0,No
ENSG00000099995,22,30727977,30752936,60,8,151188,0.98439,0.16246,SF3A1,0.008864747552308039,0.7430516507777221,No,1.0,No,0.9412902268034222,No,1.0,No
ENSG00000241635,2,234526291,234681956,304,18,151188,0.98436,0.16247,UGT1A8,0.2142456100341935,0.7430516507777221,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000125414,17,10424465,10453274,22,4,151188,0.98417,0.16252,MYH2,0.8176478338411155,0.7430516507777221,No,1.0,No,0.996927496561328,No,1.0,No
ENSG00000059378,7,139723544,139763521,59,7,151188,0.98408,0.16254000000000002,PARP12,0.2748078721114019,0.7430516507777221,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000186280,11,94706845,94732682,32,4,151188,0.98335,0.16272,KDM4D,0.5556603933014723,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000154719,21,26957968,26979829,73,3,151188,0.98319,0.16276,MRPL39,0.46098987174702294,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000138617,15,65526798,65592956,116,7,151188,0.98308,0.16278,PARP16,0.4078197061967064,0.743380384331116,No,1.0,No,0.9950844518366877,No,1.0,No
ENSG00000165046,8,38243725,38267045,18,1,151188,0.9831,0.16278,LETM2,0.3749660391190545,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000204957,19,42746927,42749125,5,1,151188,0.98282,0.16285,AC006486.1,0.4956731112131066,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000144406,2,210636717,210864024,266,15,151188,0.98244,0.16294,UNC80,0.5075351534190713,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000151575,15,56536207,56738195,478,15,151188,0.98219,0.163,TEX9,0.1735263177480132,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000090612,12,133707570,133783698,149,8,151188,0.98212,0.16302,ZNF268,0.2728969465865694,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000256825,12,133707570,133778955,149,8,151188,0.98212,0.16302,CTD-2140B24.4,0.042101973588672514,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000086159,12,50360977,50370922,5,2,151188,0.98166,0.16313,AQP6,0.03380955664849583,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000149658,20,61826781,61847586,28,3,151188,0.98152,0.16317,YTHDF1,0.1917854322799369,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000129493,14,31760994,31889788,106,8,151188,0.98147,0.16318,HEATR5A,0.9356224384235904,0.743380384331116,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000206344,6,31165537,31171745,24,6,151188,0.98133,0.16321,HCG27,0.3053913073341983,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000095587,10,98124363,98273675,200,26,151188,0.98105,0.16328,TLL2,0.2646206898493959,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000243130,19,43511808,43530664,57,2,151188,0.98063,0.16339,PSG11,0.7975804781041442,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000160712,1,154377669,154441926,86,6,151188,0.98039,0.16345,IL6R,0.3809588048900036,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000169245,4,76942273,76944650,7,1,151188,0.9799,0.16357,CXCL10,0.5149574237798561,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000163485,1,203059782,203136533,104,15,151188,0.97988,0.16357,ADORA1,0.8070912362512674,0.743380384331116,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000196329,7,150419341,150447121,72,7,151188,0.97976,0.1636,GIMAP5,0.5563761149916211,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000101489,18,34823010,35146000,405,56,151188,0.97957,0.16365,CELF4,0.8852527131268383,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000146205,2,242127924,242164792,36,6,151188,0.97943,0.16368,ANO7,0.14873469171164233,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000267631,19,49538831,49552006,5,1,151188,0.97941,0.16369,CGB1,0.5556712026996276,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000044459,9,17134980,17503921,439,21,151188,0.9794,0.16369,CNTLN,0.35575294712687056,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000213215,7,143657027,143658108,3,1,151188,0.97935,0.1637,OR2F1,0.7398738348755607,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000177479,3,48956254,49023815,34,3,151188,0.97915,0.16375,ARIH2,0.20089896289245104,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000138759,4,78978724,79465423,1203,34,151188,0.97906,0.16378,FRAS1,0.04785106322810462,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000173113,11,64083932,64085556,4,2,151188,0.97896,0.1638,TRMT112,0.7707374205052682,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000196844,11,125646008,125648714,9,3,151188,0.97867,0.16387000000000002,PATE2,0.31904777408609986,0.743380384331116,No,1.0,No,0.9935462655487302,No,1.0,No
ENSG00000118473,1,66999066,67213982,560,17,151188,0.97863,0.16388,SGIP1,0.27040610526445163,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000164916,7,4683388,4811074,58,17,151188,0.97833,0.16396,FOXK1,0.008369996935621016,0.743380384331116,No,1.0,No,0.9346513406589175,No,1.0,No
ENSG00000214102,7,141408153,141431071,22,1,151188,0.97829,0.16396,WEE2,0.2365222283011964,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000179889,16,15068448,15233196,85,6,151188,0.97819,0.16399,PDXDC1,0.7074442957916992,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000249992,3,45265958,45267770,4,1,151188,0.97797,0.16405,TMEM158,0.8341594344315407,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000123636,2,160175490,160473203,504,26,151188,0.97796,0.16405,BAZ2B,0.77430700850659,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000119969,10,96305547,96373662,89,4,151188,0.97781,0.16408,HELLS,0.20320138806981325,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000185262,17,74261283,74267375,4,2,151188,0.97773,0.1641,UBALD2,0.007830664668051601,0.743380384331116,No,1.0,No,0.9262216905708403,No,1.0,No
ENSG00000000460,1,169631245,169823221,319,18,151188,0.97748,0.16417,C1orf112,0.3021710957510677,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000140505,15,75041185,75048543,10,3,151188,0.97684,0.16432,CYP1A2,0.7565599747189763,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000177628,1,155204243,155214490,11,1,151188,0.97673,0.16435,GBA,0.6276119275074962,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000135077,5,156512843,156569880,89,7,151188,0.97643,0.16443,HAVCR2,0.6449528804925635,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000169340,16,20370492,20416059,66,7,151188,0.97632,0.16445,PDILT,0.5331115786939921,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000108262,17,27900487,27921072,8,3,151188,0.97628,0.16446,GIT1,0.04165639162909507,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000137404,6,30655824,30659197,5,3,151188,0.97627,0.16447,NRM,0.003857117977683066,0.743380384331116,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000042062,20,49202645,49308065,124,15,151188,0.97619,0.16449,FAM65C,0.7393125264645792,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164318,5,38258511,38465123,316,32,151188,0.97585,0.16457,EGFLAM,0.8540621321538604,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000166884,11,59224411,59225464,7,3,151188,0.97534,0.1647,OR4D6,0.506102934393437,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000023902,1,150121373,150136916,14,1,151188,0.97502,0.16477999999999998,PLEKHO1,0.5302321019820609,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164597,7,106842000,107204959,491,10,151188,0.97494,0.16479000000000002,COG5,0.5927257996715715,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000005243,17,46103533,46115392,6,3,151188,0.97487,0.16480999999999998,COPZ2,0.9924445912526276,0.743380384331116,No,1.0,No,0.9999211179663718,No,1.0,No
ENSG00000177558,19,35715703,35719632,6,2,151188,0.97457,0.16489,FAM187B,0.3038643434760248,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000143473,1,210856555,211307457,764,48,151188,0.97444,0.16492,KCNH1,0.28963375221043874,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000174886,19,5891287,5904017,24,4,151188,0.97408,0.16501,NDUFA11,0.8665010227090519,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000154553,4,186422851,186456766,38,3,151188,0.97381,0.16508,PDLIM3,0.9122055997050378,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000168264,1,234740015,234745271,5,2,151188,0.97365,0.16510999999999998,IRF2BP2,0.5449025597594457,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000172995,3,35680437,35835988,189,19,151188,0.97367,0.16510999999999998,ARPP21,0.2324026820101493,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000221829,9,35073832,35080013,6,2,151188,0.9735,0.16515,FANCG,0.41308674134541057,0.743380384331116,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000075240,22,46971909,47075688,133,17,151188,0.97334,0.16519,GRAMD4,0.5976635521094796,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000178449,12,50505762,50514240,17,2,151188,0.97336,0.16519,COX14,0.6545106831267056,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000158815,8,21899909,21906320,5,3,151188,0.9729,0.1653,FGF17,0.3818298151198048,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000102524,13,108903588,108960832,49,16,151188,0.97279,0.16533,TNFSF13B,0.26586257758746235,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000171766,15,45653322,45694525,66,3,151188,0.97262,0.16537000000000002,GATM,0.804845665385098,0.743380384331116,No,1.0,No,0.99657883217486,No,1.0,No
ENSG00000171243,7,16501106,16570205,113,16,151188,0.97245,0.16541,SOSTDC1,0.7741770992666119,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000183971,16,2059927,2070756,7,3,151188,0.97237,0.16543,NPW,0.4649443171636446,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000065427,16,75661622,75682541,45,6,151188,0.97236,0.16544,KARS,0.5033401532823504,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000006831,12,1797740,1897844,208,15,151188,0.97223,0.16547,ADIPOR2,0.4169047449773697,0.743380384331116,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000188130,22,50683879,50700254,11,3,151188,0.97219,0.16548,MAPK12,0.9378014217700792,0.743380384331116,No,1.0,No,0.9984576169127564,No,1.0,No
ENSG00000154370,1,228581374,228594541,8,1,151188,0.97213,0.16549,TRIM11,0.27722039967814915,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000143845,1,204100190,204121307,18,7,151188,0.97206,0.16551,ETNK2,0.4896426841340553,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000110628,11,2920951,2946476,55,12,151188,0.97203,0.16552,SLC22A18,0.4988017481144673,0.743380384331116,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000126215,14,104163946,104181841,18,4,151188,0.97196,0.16554000000000002,XRCC3,0.32895454344994024,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000248167,6,30297359,30314631,18,5,151188,0.9719,0.16555,TRIM39-RPP21,0.3761431662717829,0.743380384331116,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000197747,1,151955391,151966866,14,4,151188,0.97188,0.16555,S100A10,0.8679485632250953,0.743380384331116,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000184635,19,20011722,20046384,67,7,151188,0.97173,0.16559,ZNF93,0.2303656067008049,0.743380384331116,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000188026,12,123955925,124018265,33,3,151188,0.97135,0.16569,RILPL1,0.08371773849457131,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000161896,6,33689444,33714762,38,7,151188,0.9708,0.16582,IP6K3,0.023021204714091748,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000176246,14,20528204,20529142,7,1,151188,0.97069,0.16585,OR4L1,0.0007160082107979804,0.7433848539435249,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000156206,15,81299374,81441516,183,17,151188,0.97058,0.16588,C15orf26,0.7720829021958543,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000186479,5,63802084,63908139,150,17,151188,0.9703,0.16595,RGS7BP,0.6248073919644163,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000148848,10,127700950,128077024,688,75,151188,0.96992,0.16604000000000002,ADAM12,0.19300375907127854,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000187170,1,152680636,152681967,3,2,151188,0.96964,0.16610999999999998,LCE4A,0.4908671816811014,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000118971,12,4382938,4414516,38,11,151188,0.96965,0.16610999999999998,CCND2,0.6579023432845568,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000257921,12,58166811,58180829,18,1,151188,0.96958,0.16613,RP11-571M6.15,0.21018791892339994,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000073756,1,186640923,186649559,8,3,151188,0.96923,0.16622,PTGS2,0.3971334980762411,0.7433848539435249,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000168495,8,22102617,22112113,5,2,151188,0.96913,0.16624,POLR3D,0.1843363620164732,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000160867,5,176513887,176525145,15,2,151188,0.969,0.16627,FGFR4,0.8447775985593206,0.7433848539435249,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000172154,11,55860753,55861762,5,1,151188,0.96902,0.16627,OR8I2,0.5940613895151521,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000108001,10,131633547,131762105,80,29,151188,0.96874,0.16634000000000002,EBF3,0.4138008221961865,0.7433848539435249,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000055130,7,148395006,148498128,138,10,151188,0.96865,0.16635999999999998,CUL1,0.07790866569057088,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000100258,22,50941376,50946135,2,1,151188,0.96851,0.1664,LMF2,0.8943861943147706,0.7433848539435249,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000148143,9,109625378,109775915,115,16,151188,0.96829,0.16645,ZNF462,0.8638235292253584,0.7433848539435249,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000161939,17,6915954,6920839,3,1,151188,0.96831,0.16645,RNASEK-C17orf49,0.5724512766831784,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000186038,3,183814852,183824783,11,2,151188,0.9676,0.16662000000000002,HTR3E,0.07913453263203307,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000162777,1,111729796,111747157,17,5,151188,0.96755,0.16664,DENND2D,0.5617344417916589,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000137727,11,110447766,110583912,227,15,151188,0.96694,0.16679000000000002,ARHGAP20,0.10275600667306073,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000265944,18,6511415,6590652,140,27,151188,0.96653,0.16689,C18orf64,0.1857547823603629,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000177469,17,40554470,40575535,16,4,151188,0.96648,0.1669,PTRF,0.07456316586936984,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000108239,10,96162261,96295687,143,8,151188,0.96633,0.16694,TBC1D12,0.36533473032463903,0.7433848539435249,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000170584,5,162873532,162887146,12,3,151188,0.96631,0.16695,NUDCD2,0.5004471619600044,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000176092,1,26648350,26680621,61,8,151188,0.96606,0.16701,AIM1L,0.5386664542604052,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000182912,21,45937099,45945835,2,1,151188,0.966,0.16702,C21orf90,0.6926448616190374,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000166796,11,18433854,18473605,92,7,151188,0.96597,0.16702999999999998,LDHC,0.6938216537269253,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000055044,2,203130439,203168389,46,3,151188,0.96589,0.16705,NOP58,0.1179259668560736,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000173905,3,167726465,167813763,131,15,151188,0.96577,0.16708,GOLIM4,0.5221767850342799,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000173915,10,105148798,105156223,5,2,151188,0.96555,0.16713,USMG5,0.2857637175789963,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000131165,16,89710839,89724253,14,2,151188,0.96544,0.16716,CHMP1A,0.6716826133615189,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000020256,20,50668202,50820847,228,25,151188,0.96543,0.16717,ZFP64,0.9735793187570804,0.7433848539435249,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000133393,16,15959577,15982482,153,4,151188,0.96531,0.16719,FOPNL,0.9257506028006208,0.7433848539435249,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000134910,11,125461607,125495110,111,6,151188,0.9653,0.1672,STT3A,0.5126299910846308,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000268865,12,25055243,25057615,4,2,151188,0.96524,0.16721,AC026310.1,0.6994209828189377,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000153721,6,154708638,154831793,159,32,151188,0.96509,0.16725,CNKSR3,0.9733732641281198,0.7433848539435249,No,1.0,No,0.9993473713798848,No,1.0,No
ENSG00000143028,1,110009180,110024759,29,2,151188,0.96497,0.16727999999999998,SYPL2,0.26799265550263285,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000074771,6,155716504,155777037,124,28,151188,0.96464,0.16735999999999998,NOX3,0.5812012473556178,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000155269,4,8560452,8621486,74,17,151188,0.96448,0.1674,GPR78,0.7754098952882912,0.7433848539435249,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164332,5,158690089,158713044,27,4,151188,0.96436,0.16743,UBLCP1,0.12159383232742248,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000133422,22,31321117,31364284,37,3,151188,0.96425,0.16746,MORC2,0.3611196944078109,0.7433848539435249,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000111077,12,53440753,53458156,12,4,151188,0.96415,0.16749,TENC1,0.006112703199159021,0.7433848539435249,No,1.0,No,0.9154484940911994,No,1.0,No
ENSG00000100196,22,38864067,38879452,11,4,151188,0.964,0.16752,KDELR3,0.11858573996274167,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000125975,20,34111014,34117481,7,2,151188,0.96396,0.16752999999999998,C20orf173,0.3222353192112509,0.7433848539435249,No,1.0,No,0.9937148441268091,No,1.0,No
ENSG00000170509,4,88224941,88244058,27,5,151188,0.96397,0.16752999999999998,HSD17B13,0.1368636549961454,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000250038,4,28363901,28404486,76,6,151188,0.96392,0.16754000000000002,RP11-180C1.1,0.426751690057072,0.7433848539435249,No,1.0,No,0.9962457217646524,No,1.0,No
ENSG00000137693,11,101981192,102104154,115,7,151188,0.96375,0.16758,YAP1,0.12121188450821307,0.7433848539435249,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000225950,19,49559050,49568333,5,2,151188,0.96373,0.16759000000000002,NTF4,0.40206006103466185,0.7433848539435249,No,1.0,No,0.9947360706357685,No,1.0,No
ENSG00000182175,15,93586636,93632433,47,12,151188,0.96326,0.16771,RGMA,0.4827046462068142,0.7435994744525547,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000117592,1,173446405,173457946,8,1,151188,0.9632,0.16772,PRDX6,0.8843382165131767,0.7435994744525547,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000162600,1,58881056,59012474,259,19,151188,0.96273,0.16784000000000002,OMA1,0.9793254891936856,0.7437551020408164,No,1.0,No,0.9998426484159846,No,1.0,No
ENSG00000205581,21,40714241,40721573,8,3,151188,0.96262,0.16787,HMGN1,0.6157811514138111,0.7437551020408164,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000198408,10,103544200,103578696,31,5,151188,0.96249,0.1679,MGEA5,0.958225213432016,0.7437551020408164,No,1.0,No,0.9988656710181785,No,1.0,No
ENSG00000197622,1,151023447,151042801,13,3,151188,0.96219,0.16798,CDC42SE1,0.8699411965978098,0.7437551020408164,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000213892,19,45202421,45213986,7,3,151188,0.96216,0.16798,CEACAM16,0.9485532685705744,0.7437551020408164,No,1.0,No,0.9985290386997694,No,1.0,No
ENSG00000243789,15,42120283,42129779,23,3,151188,0.96209,0.168,JMJD7,0.6357552716974179,0.7437551020408164,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000167987,11,60897728,60929089,87,3,151188,0.96191,0.16805,VPS37C,0.0029601402767859275,0.743795749332038,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000072778,17,7120444,7128592,3,1,151188,0.9615,0.16815,ACADVL,0.37025740863154455,0.7438291165048543,No,1.0,No,0.9941528048164733,No,1.0,No
ENSG00000133104,13,36875775,36944317,106,5,151188,0.96139,0.16818,SPG20,0.6900707988786728,0.7438291165048543,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000259471,15,66874528,66978132,194,25,151188,0.96137,0.16818,RP11-321F6.1,0.5946343434293336,0.7438291165048543,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000267157,19,5784016,5785630,2,1,151188,0.96068,0.16835999999999998,CTB-54O9.9,0.280761663826726,0.7443081368267831,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000162104,16,4003388,4166186,243,39,151188,0.96061,0.16837,ADCY9,0.9112835271833628,0.7443081368267831,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000178591,20,67891,77735,6,3,151188,0.95996,0.16854,DEFB125,0.04927140514210604,0.7448711854545453,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000029153,12,27485787,27576241,126,22,151188,0.95971,0.1686,ARNTL2,0.002933507923002288,0.7448711854545453,No,1.0,No,0.9091684984411295,No,1.0,No
ENSG00000204060,1,41827594,41849262,12,5,151188,0.95965,0.16862,FOXO6,0.8517782281746484,0.7448711854545453,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000015171,10,180405,300577,142,10,151188,0.95894,0.1688,ZMYND11,0.4082263508556176,0.7454815798400777,No,1.0,No,0.9952770357627863,No,1.0,No
ENSG00000170373,20,23728190,23731905,5,2,151188,0.95876,0.16884000000000002,CST1,0.8240455468480875,0.7454815798400777,No,1.0,No,0.9982388619747915,No,1.0,No
ENSG00000265590,21,33951132,33984591,51,6,151188,0.95852,0.1689,AP000275.65,0.7927761105979431,0.7455658430232558,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000164258,5,52856463,52979168,214,13,151188,0.95825,0.16897,NDUFS4,0.04058518379540554,0.7456419462599855,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000165076,7,141536086,141541287,24,2,151188,0.95795,0.16904,PRSS37,0.2129506811801637,0.7456419462599855,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000152061,1,174128548,174964445,1401,15,151188,0.95795,0.16904,RABGAP1L,0.611149978304812,0.7456419462599855,No,1.0,No,0.9964257331379759,No,1.0,No
ENSG00000135245,7,128095903,128098472,4,2,151188,0.95718,0.16924,HILPDA,0.16234280951364244,0.746110476420798,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000141562,17,80416056,80448413,15,4,151188,0.95699,0.16929,NARF,0.3029427634265943,0.746110476420798,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000142484,17,4675179,4686506,5,3,151188,0.95694,0.1693,TM4SF5,0.024769496270489518,0.746110476420798,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000138686,4,122745595,122791652,52,6,151188,0.95691,0.16931,BBS7,0.09117921685504438,0.746110476420798,No,1.0,No,0.9888759523017299,No,1.0,No
ENSG00000139292,12,71833550,71980090,308,19,151188,0.9561,0.16951,LGR5,0.17260235671416269,0.7466244337581148,No,1.0,No,0.9888759523017299,No,1.0,No
